Name,Carrier 1,Year 1,Carrier 2,Year 2,Carrier 3,Year 3,Carrier 4,Year 4,Carrier 5,Year 5,Carrier 6,Year 6,Carrier 7,Year 7,Carrier 8,Year 8,Carrier 9,Year 9,Carrier 10,Year 10,Carrier 11,Year 11,Carrier 12,Year 12,Carrier 13,Year 13,Carrier 14,Year 14,Carrier 15,Year 15,Carrier 16,Year 16,Carrier 17,Year 17,Carrier 18,Year 18,Carrier 19,Year 19,Carrier 20,Year 20,Carrier 21,Year 21,Carrier 22,Year 22,Carrier 23,Year 23,Carrier 24,Year 24,Carrier 25,Year 25,Carrier 26,Year 26,Carrier 27,Year 27,Carrier 28,Year 28,Carrier 29,Year 29,Carrier 30,Year 30,Carrier 31,Year 31,Carrier 32,Year 32,Carrier 33,Year 33,Carrier 34,Year 34,Carrier 35,Year 35,Carrier 36,Year 36,Carrier 37,Year 37,Carrier 38,Year 38,Carrier 39,Year 39,Carrier 40,Year 40,Carrier 41,Year 41,Carrier 42,Year 42,Carrier 43,Year 43,Carrier 44,Year 44,Carrier 45,Year 45
RICHARD Stephane,,1992,Energy sector,1993,Heavy industry,1997,Energy sector,2000,Real estate sector,2003,Energy sector,2007,Heavy industry,2007,,2007,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROCARD Michel Louis Leon,the Ministry of Public Health and Population,1954,,1953,the Ministry of Public Health and Population,1956,,1961,Ministry of Economy,1963,,1966,,1967,,1973,,1973,,1994,,1981,,1978,FOM,1983,,1985,,1988,,1992,,1991,,1994,,2009,,1997,,1999,,2002,,2004,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROCHARD Joel Eric AndrÇ,,1976,,1970,,1973,,1974,,1976,,1981,,1982,,1982,Banque Hervet,1985,,1986,,1986,,1987,,2000,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROCHE Jean-Marie Maurice Pierre,,1952,,1954,,1962,FOM,1963,,1966,Commisions,1973,,1971,,1979,,1972,,1985,,1985,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RONZE Daniel Marie Joseph,Commissions Other,1995,Ministry of Economy,1996,,1999,the Ministry of Industry ,1999,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROSEN (by) Michel AndrÇ Robert,,1980,,1981,Pharmaceutical industry,1983,Pharmaceutical industry,1986,Pharmaceutical industry,1986,,1988,,N / A,,1988,Pharmaceutical industry,1993,,1993,,1999,,1999,,1999,Pharmaceutical industry,1999,,1999,Heavy industry,2000,Pharmaceutical industry,2007,Pharmaceutical industry,2009,Technology,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROULLIER Jean-Eudes Pierre RenÇ,,1962,,1962,,1967,,1968,,1969,,1970,,1978,FOM,1982,FOM,1982,FOM,1992,,1996,,1992,,1999,"the Ministry of Transport, Equipment, Tourism and the Sea ",2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROUQUETTE Jean-Louis Marie Jacques,,1981,,1982,,1983,,1983,,1984,,1984,,1987,,1990,,1991,,1993,Ministry of Economy,1997,,2003,Ministry of Economy,2003,,2006,,2008,,2010,,2009,,2010,,2012,,2000,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ROUVILLOIS Philippe Marie AndrÇ,,1964,,1968,Ministry of Economy,1976,,1975,,1982,,1988,Commissions Other,1999,Commisions,1999,,1999,,2003,,1964,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RUBINOWICZ Claude Jean-Pierre,,1972,Consulting,1973,CrÇdit Lyonnais,1976, Caisse des dÇpìts et consignations,1983,,1984,,1985,,1989,CrÇdit Lyonnais,1991,CrÇdit Lyonnais,1994,,1997,Consulting,2004,,2004,,2004,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SABOURET Yves Marie Georges,,1968,,1968,,1968,the Ministry of Equipment and Housing,1969,,1969,,1974,,1974,,1975,,1975,Heavy industry,1975,,1999,,1977,,1978,,1979,,1990,,1990,Media,1990,,1994,,2003,,2004,,2004,Technology,2005,Retail,2006,,2008,,1968,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SAHUGUET d'AMARZIT (by) Delphine Marie Josephe,Ministry of Economy,2003,,2003,,2004,,2004,,2005,,2006,,2007,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SALIVET de FOUCHECOUR (by) Louis Charles êmile Marie,Ministry of Economy,1992,,1997,,2003,,2005,,2009,Energy sector,2009,Energy sector,2009,Energy sector,2009,Energy sector,2009,Energy sector,2009,Energy sector,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SARDAIS Claude AndrÇ,,1967,,1983,,1983,,1990,,1992,,1993,,1993,,1997,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SARLAT Guillaume Thomas,SociÇtÇ GÇnÇrale,2006,,2009,BNP Paribas,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SARRAZIN Claude Germain Paul,Ministry of Economy,1956,,1963,,1963,the Ministry of Industry ,1965,,1966,,1966,,1967,,1969,,1970,the Ministry of Industry ,1973,,1970,,1970,Heavy industry,1974,,1972,,1977,,1977,,1980,,1994,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JUMP Christian,,1965,FOM,1972,,1972,INSEE,1973,,1975,INSEE,1978,FOM,1981,,1982,,1990,,1993,,1991,Ministry of Economy,1999,,2000,,2001,,2008,,2001,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SCEMAMA Bernard,,1971,FOM,1975,FOM,1975,,1975,,1976,,1976,,1976,,1979,,1979,,1980,,1980,,1981,,1985,,1986,,1987,,1988,Heavy industry,1988,,1988,Heavy industry,1991,,1993,,1994,,1998,,1998,,1999,,1999,,2002,,2004,,2009,,2004,,2007,,2005,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SCHNEITER Bertrand Michel,,1972,,1978,Cabinets,1980,the Ministry of Foreign Trade ,1984,,1988,,1993,,1997,CrÇdit Lyonnais,2007,,2009,,2005,,2009,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SCHRAMECK Denis Jean Alexandre,,1971,FOM,1973,,1976,,1978,,1984,,1998,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SCHWEITZER Louis Pierre Jean,,1971,Ministry of Economy,1973,Ministry of Economy,1986,Heavy industry,2005,,1998,,2009,,2003,,2001,,2005,Heavy industry,2005,,2002,,2002,,2005,,2005,,2010,Pharmaceutical industry,2005,,2008,,2008,,2008,Heavy industry,2010,Ministry of Economy,1979,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RYE Gilles Angelo AndrÇ,,1979,,1981,,1984,,1985,,1988,,1991,,1996,,1995,,1998, Caisse des dÇpìts et consignations,2004,,2004,Caisse des DÇpìts et Consignations,2004,,2005,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SENEZE Julien Marc,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SERVANT Peter Paul,,1982,,1985,,1986,,1988,the Ministry of Cooperation and Development ,1991,Ministry of Economy,1995,,2002,Caisse des DÇpìts et Consignations,2003,Caisse des DÇpìts et Consignations,2004,Caisse des DÇpìts et Consignations,2003,,2004,Natixis,2006, Caisse des dÇpìts et consignations,1999,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SEVERINO Jean-Michel Marie Fernand,,1990,the Ministry of Cooperation and Development ,1993,the Ministry of Cooperation ,1996,,2000,,2001,,2001,,2003,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SICHEL Olivier,,2000,Technology,2002,,2003,,2003,,2006,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SILVENT Franck Pierre Philippe,,2003,Caisse des DÇpìts et Consignations,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SINE Alexandre Vincent Romain,,1996,,1996,,1999,,2002,Ministry of Economy,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SISSOKO Soya Mauritius,,1991,,2000,,2001,Commissions Other,2002, Caisse des dÇpìts et consignations,2005,Caisse des DÇpìts et Consignations,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SRIBER Etienne Jean,,1942,FOM,1945,FOM,1946,FOM,1949,FOM,1948,FOM,1964,,1958,,1958,,1960,,1963,Commisions,1966,,1969,,1973,,1974,,1980,,1983,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
STORCH Olivier Alban,Ministry of Economy,2004,,2005,,2006,,2007,,2009,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SWEAT Catherine Monique Maguelonne,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
SYLLA-WALBAUM Aline Chantal Claude,,2007,,2006,,2008,Real estate sector,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TALHOU”T (de) Bertrand Anne Louis,Retail,1996,Retail,1999,,2000,Retail,2002,Retail,2005,Retail,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TANTI AndrÇ Marie Emile Laurent Joseph,,1975,Ministry of Economy,1986,Ministry of Economy,1990,,1995,,2001,,2006,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TARDIEU Christophe Francois Philippe,,1986,,1988,,1994,,2000,,2007,,2009,Ministry of Economy,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TAVERNIER Jean-Luc AndrÇ Marcel,,1995,,1995,Cabinets,1997,,1997,the Forecasting department,2001,INSEE,2002,,2004,,2002,,2005,,2007,,2007,Ministry of Economy,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TESSIER Marc Marie Rene Maurice,,1975,,1978,the Ministry of Industry ,1980,,1979,,1981,Media,1984,Media,1986,Media,1987,Media,1989,,1990,Media,1989,Media,1993,Media,1995,,1999,,1999,,2005,,2008,,2005,,2006,,2007,Media,2008,,2007,Media,2009,,2009,Other sectors,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THERY Nicolas Daniel Marie Joseph,,1993,,1999,,2000,Ministry of Economy,2000,Cabinets,2000,,2002,,2004,,2006,,2009,,2009,Ministry of Economy,1993,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THIARD Pierre-Emmanuel Henri Francois,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THILL Jean Victor Nicolas Alphonse,,1946,FOM,1948,FOM,1949,FOM,1956,FOM,1958,FOM,1960,,1961,,1961, Caisse des dÇpìts et consignations,1961,FOM,1966,,1971,,1973,,1977,FOM,1992,,1986,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THOUROT Patrick Georges RenÇ,Commisions,1974,,1975,Ministry of Economy,1979,,1981,,1983,,1988,,1991,,1998,,2001,,2003,,2003,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TISSOT Nicolas Alain Marie,Heavy industry,2003,,2009,Energy sector,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TORDJMAN Jean-Daniel GÇrard,the Ministry of National Education ,1972,,1975,,1975,,1976,,1979,,1981,,1980,,1982,,1983,,1985,,1985,,1992,,1999,,2001,,2000,,2002,,2004,,2006,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TOULOUSE John,,1988,Media,2000,,2006,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TOUSSAINT Philippe Herve,,1976,,1978,,1983,,1983,SociÇtÇ GÇnÇrale,1997,,1997,BNP Paribas,1998,BNP Paribas,1999,,2003,,1999,,2003,,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TRABUC Claude Marie Georges,Ministry of Economy,1966,,1971,,1972,,1972, Caisse des dÇpìts et consignations,1983,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TRICHET Jean-Claude Anne Marie Louis,Commisions,1973,,1975,Ministry of Economy,1978,,1978,,1981,,1981,Ministry of Economy,1986,,1993,,1987,,1993,,1987,,1993,,2003,,2003,,2003,,2011,,1978,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
TRUPIN Laurent Albert Martin,,1995,,1999,Retail,2002,Retail,2004,the Ministry of Industry ,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VACHEY Laurent,"the Ministry of Solidarity, Health and Social ",1976,,1981,,1985,,1992,,1993,,1995,,1998,,2003,Other banks,2006,,2007,,2007,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VERDEIL Guy Henri,,1954,,1955,,1963,,1963,Cabinets,1966,Ministry of Economy,1966,,1969,,1970,Ministry of Economy,1970,,1974,,1970,,1970,,1970,,1984,,1975,,1976,,1984,,1984,,1984,,1986,,1991,,1992,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VERDELON (de) Xavier Marie Georges Ignace ThÇobald Franáois RÇgis,,1979,,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
